,Unnamed: 0,Study no.,Filename,Title,Doi,Study id.,index,title,publication_type,n_citations,volume,issue,first_page,last_page,n_pages
321,16473,16,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,"Executive Remuneration, Executive Dismissal and Institutional Shareholdings.",https://doi.org/10.1016/S0167-7187(96)01031-4,7745,10.1016/S0167-7187(96)01031-4,"Executive remuneration, executive dismissal and institutional shareholdings",full_text,82,15,4,469,492,23
322,16498,17,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,"Executive Pay and UK Privatization: The Demise of ‘One Country, two systems",https://doi.org/10.1016/S0148-2963(98)00047-2,8206,10.1016/S0148-2963(98)00047-2,Executive Pay and UK Privatization,full_text,15,47,1,3,18,15
323,16522,18,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Directors’ Remuneration in the Theory of the Firm: Specification and Testing of the Null Hypothesis,https://doi.org/10.1016/0014-2921(83)90071-5,8658,10.1016/0014-2921(83)90071-5,Directors' remuneration in the theory of the firm: Specification and testing of the null hypothesis,full_text,8,20,1-3,333,348,15
324,16530,19,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,How Does Product Market Competition Shape Incentive Contracts?,https://doi.org/10.1162/1542476054729437,9086,10.1162/1542476054729437,How Does Product Market Competition Shape Incentive Contracts?,full_text,95,3,5,1058,1082,24
325,16540,20,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Institutional Investors and Director Pay: An Empirical Study of UK Companies,https://doi.org/10.1016/j.mulfin.2007.06.001,9511,10.1016/j.mulfin.2007.06.001,Institutional investors and director pay: An empirical study of UK companies,full_text,71,18,1,16,29,13
326,16556,21,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Executive Compensation in UK Property Companies.,https://doi.org/10.1007/s11146-008-9107-5,9932,10.1007/s11146-008-9107-5,Executive Compensation in UK Property Companies,full_text,7,36,4,405,426,21
327,16578,22,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Market Comparison Earnings and the Bidding-up of Executive Cash Compensation: Evidence from the United Kingdom,https://doi.org/10.5465/257104,10348,10.5465/257104,Market Comparison Earnings and the Bidding-up of Executive Cash Compensation: Evidence From The United Kingdom,full_text,9,41,2,221,231,10
328,16598,23,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Pay Comparability Across and within UK Boards: An Empirical Analysis of the Cash Pay Awards to CEOs and Other Board Members,https://doi.org/10.1111/1467-6486.00289,10744,10.1111/1467-6486.00289,Pay Comparability Across and Within UK Boards: An Empirical Analysis of the Cash Pay Awards to CEOs and Other Board Members,abstract_only,36,39,2,207,232,25
329,16618,24,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,UK Executive Bonuses and Transparency—A Research Note.,https://doi.org/10.1111/j.1467-8543.2007.00626.x,11130,10.1111/j.1467-8543.2007.00626.x,UK Executive Bonuses and Transparency ? A Research Note,full_text,9,45,3,518,536,18
330,16642,25,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Multinational Activity and CEO Compensation: Preliminary Evidence from Large UK Firms.,https://doi.org/10.1007/BF02707657,11517,10.1007/BF02707657,Multinational activity and CEO compensation: Preliminary evidence from large UK firms,full_text,7,138,4,680,693,13
331,16647,26,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,The Impact of Merger Activity on Executive Pay in the United Kingdom,https://doi.org/10.1111/j.1648-0335.2006.00513.x,11891,10.1111/j.1648-0335.2006.00513.x,The Impact of Merger Activity on Executive Pay in the United Kingdom,full_text,30,73,290,321,339,18
332,16659,27,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,The Disappearing Relationship between Directors’ Pay and Corporate Performance,https://doi.org/10.1111/j.1467-8543.1993.tb00377.x,12257,10.1111/j.1467-8543.1993.tb00377.x,The Disappearing Relationship Between Directors' Pay and Corporate Performance,full_text,115,31,1,1,9,8
333,16671,28,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,,https://doi.org/10.1080/0269217042000312605,12621,10.1080/0269217042000312605,"Earnings distribution, corporate governance and CEO pay",full_text,2,19,1,51,65,14
334,16674,29,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,‘The Impact of Mergers and Acquisitions on Executive Pay in the United Kingdom,https://doi.org/10.1111/j.1468-0335.2007.00674.x,12966,10.1111/j.1468-0335.2007.00674.x,The Impact of Mergers and Acquisitions on Executive Pay in the United Kingdom,full_text,31,76,301,149,175,26
335,16720,30,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,‘Executive Remuneration and Corporate Divestment: Motivating Managers to Make Unpalatable Decisions,https://doi.org/10.1111/j.1468-5957.2007.02008.x,13328,10.1111/j.1468-5957.2007.02008.x,Executive Remuneration and Corporate Divestment: Motivating Managers to Make Unpalatable Decisions,full_text,14,34,5-6,792,818,26
336,16732,31,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Executive Compensation and Deregulation in UK Building Societies.,https://doi.org/10.1080/00014788.1993.9729905,13679,10.1080/00014788.1993.9729905,Executive Compensation and Deregulation in UK Building Societies,full_text,11,23,sup1,373,383,10
337,16738,32,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Executive Compensation and Deregulation in UK Building Societies.,https://doi.org/10.1080/00014788.1993.9729905,14017,10.1080/00014788.1993.9729905,Executive Compensation and Deregulation in UK Building Societies,full_text,11,23,sup1,373,383,10
338,16754,33,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,"Tenure, Promotion and Executive Remuneration",https://doi.org/10.1080/00036840110069967,14350,10.1080/00036840110069967,"Tenure, promotion and executive remuneration",full_text,15,34,8,993,997,4
339,16758,34,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,"Tenure, Promotion and Executive Remuneration",https://doi.org/10.1080/00036840110069967,14669,10.1080/00036840110069967,"Tenure, promotion and executive remuneration",full_text,15,34,8,993,997,4
340,16762,35,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Top Executive Pay and Performance,https://doi.org/10.1002/mde.4090120304,14972,10.1002/mde.4090120304,Top executive pay and performance,full_text,48,12,3,219,229,10
341,16777,36,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Remuneration Committees and Corporate Governance,https://doi.org/10.1080/00014788.1993.9729903,15273,10.1080/00014788.1993.9729903,Remuneration Committees and Corporate Governance,full_text,95,23,sup1,351,362,11
342,16781,37,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Total Board Remuneration and Company Performance,https://doi.org/10.2307/2235204,15572,10.2307/2235204,Total Board Remuneration and Company Performance,full_text,131,106,439,1627,,
343,16787,38,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,"Directors' Pay, Growth and Profitability",https://doi.org/10.2307/2098094,15871,10.2307/2098094,"Directors' Pay, Growth and Profitability",full_text,40,24,1,1,,
344,16797,39,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,An Explanation of Top Executive Pay: A UK Study,https://doi.org/10.1111/j.1467-8543.1996.tb00490.x,16169,10.1111/j.1467-8543.1996.tb00490.x,An Explanation of Top Executive Pay: A UK Study,full_text,16,34,4,557,566,9
345,16815,40,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Top Executive Pay in the United Kingdom: A Corporate Governance Dilemma,https://doi.org/10.1080/13571519984241,16459,10.1080/13571519984241,Top Executive Pay in the United Kingdom: A Corporate Governance Dilemma,full_text,37,6,2,223,243,20
346,16852,41,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,CEO Age and Top Executive Pay: A UK Empirical Study,https://doi.org/10.1023/A:1026755428942,16751,10.1023/A:1026755428942,,full_text,31,4,3,173,187,14
347,16862,42,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,"The influence of comparative pay, customer service measures and accounting profits upon CEO pay in the UK privatised water industry",https://doi.org/10.1080/00014788.2007.9730072,17029,10.1080/00014788.2007.9730072,"The influence of comparative pay, customer service measures and accounting profits upon CEO pay in the UK privatised water industry",full_text,4,37,3,199,215,16
348,16868,43,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Remuneration Committees and CEO Pay in the UK Privatized Water Industry,https://doi.org/10.1093/soceco/2.1.33,17305,10.1093/soceco/2.1.33,Remuneration committees and CEO pay in the UK privatized water industry,full_text,8,2,1,33,63,30
349,16893,44,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,‘Do Corporate Governance Mechanisms Influence CEO Compensation? An Empirical Investigation of UK Companies,https://doi.org/10.1016/j.mulfin.2006.08.002,17582,10.1016/j.mulfin.2006.08.002,Do corporate governance mechanisms influence CEO compensation? An empirical investigation of UK companies,full_text,133,17,5,349,364,15
350,16929,45,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,"Conversion, Performance and Executive Compensation in UK Building Societies",https://doi.org/10.1111/j.1467-8683.2004.00377.x,17856,10.1111/j.1467-8683.2004.00377.x,"Conversion, Performance and Executive Compensation in UK Building Societies",abstract_only,6,12,3,361,370,9
351,16947,46,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Executive Pay and Performance: The Empirical Importance of the Participation Constraint,https://doi.org/10.1080/758538018,18113,10.1080/758538018,Executive Pay and Performance: The Empirical Importance of the Participation Constraint,full_text,10,2,3,485,495,10
352,16951,47,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,"Employment change, profits and directors' remuneration in small and closely-held UK companies",https://doi.org/10.1111/j.1467-9485.1990.tb00586.x,18358,10.1111/j.1467-9485.1990.tb00586.x,"EMPLOYMENT CHANGE, PROFITS AND DIRECTORS‘ REMUNERATION IN SMALL AND CLOSELY-HELD UK COMPANIES",full_text,29,37,3,259,274,15
353,16953,48,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Board Pay and the Separation of Ownership from Control in U.K. SMEs,https://doi.org/10.1007/s11187-005-6438-y,18607,10.1007/s11187-005-6438-y,Board Pay and the Separation of Ownership from Control in U.K. SMEs,full_text,4,24,5,465,476,11
354,16958,49,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,,https://doi.org/10.1111/j.1468-5957.1991.tb00580.x,18845,10.1111/j.1468-5957.1991.tb00580.x,Modelling Directors' Remuneration Decisions In Small and Closely-Held Uk Companies,full_text,10,18,1,85,98,13
355,16961,50,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,An Empirical Analysis of Financial and Non-financial Managers’ Remuneration in Small and Medium-sized UK Enterprises,https://doi.org/10.1080/00014788.1994.9729475,19075,10.1080/00014788.1994.9729475,An Empirical Analysis of Financial and Non-financial Managers' Remuneration in Small and Medium-sized UK Enterprises,full_text,3,24,94,176,188,12
356,16969,51,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Increases in Executive Pay Following Privatization,https://doi.org/10.1111/j.1430-9134.1998.00327.x,19299,10.1111/j.1430-9134.1998.00327.x,Increases in Executive Pay Following Privatization,abstract_only,1,7,3,327,361,34
357,16979,52,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,"Ownership Structure, Control Type Classifications and the Performance of Large British Companies",https://doi.org/10.2307/2234893,19514,10.2307/2234893,"Ownership Structure, Control Type Classifications and the Performance of Large British Companies",full_text,217,101,409,1418,,
358,16981,53,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,,https://doi.org/10.1111/1468-2370.00060,19730,10.1111/1468-2370.00060,"Executive pay, tournaments and corporate performance in UK firms",full_text,25,3,2,141,168,27
359,16987,54,43. UK CEO Pay Douc-Haman-Stanley authors.xlsx,Executive Compensation: Evidence from the UK and Germany,https://doi.org/10.1016/S0024-6301(00)00052-2,19935,10.1016/S0024-6301(00)00052-2,Executive compensation: evidence from the UK and Germany,full_text,89,33,4,504,526,22
360,17016,2,5. Unions and capital.xlsx,Do works councils inhibit investment?,https://doi.org/10.1177/001979390706000202,560,10.1177/001979390706000202,Do Works Councils Inhibit Investment?,full_text,28,60,2,187,203,16
361,17023,4,5. Unions and capital.xlsx,The effects of unions on firm behavior: An empirical analysis using firm-level data,https://doi.org/10.1111/j.1468-232X.1994.tb00350.x,1655,10.1111/j.1468-232X.1994.tb00350.x,The Effects of Unions on Firm Behavior: An Empirical Analysis Using Firm-Level Data,full_text,31,33,4,426,451,25
362,17067,5,5. Unions and capital.xlsx,Asset-specific investment and unionized labor,https://doi.org/10.1111/0019-8676.701998033,2199,10.1111/0019-8676.701998033,Asset‐Specific Investment and Unionized Labor,full_text,15,37,1,35,50,15
363,17079,9,5. Unions and capital.xlsx,Unions and investment in British Industry,https://doi.org/10.2307/2234583,4329,10.2307/2234583,Unions and Investment in British Industry,full_text,49,102,413,874,,
364,17109,10,5. Unions and capital.xlsx,Economic impacts of new unionization on private sector employers: 1984–2001,https://doi.org/10.1162/0033553042476189,4844,10.1162/0033553042476189,Economic Impacts of New Unionization on Private Sector Employers: 1984-2001,full_text,240,119,4,1383,1441,58
365,17125,11,5. Unions and capital.xlsx,,DOI:10.7202/007306ar,5350,10.7202/007306ar,Unions and Tangible Investments,,4,58,2,314,337,23
366,17197,12,5. Unions and capital.xlsx,Investment and union certification,https://doi.org/10.1086/209931,5854,10.1086/209931,Investment and Union Certification,full_text,44,17,3,570,582,12
367,17289,15,5. Unions and capital.xlsx,Firm investment behavior and collective bargaining strategy,https://doi.org/10.1111/j.1468-232X.1992.tb00300.x,7286,10.1111/j.1468-232X.1992.tb00300.x,Firm Investment Behavior and Collective Bargaining Strategy,full_text,62,31,1,95,121,26
368,17343,17,5. Unions and capital.xlsx,The Effect of Unions on Productivity in a Multinational Manufacturing Firm,https://doi.org/10.1177/001979398604000108,8207,10.1177/001979398604000108,The Effect of Unions on Productivity in a Multinational Manufacturing Firm,full_text,13,40,1,105,114,9
369,17345,19,5. Unions and capital.xlsx,Union Retreat and Regional Economic Performance: The UK Experience,https://doi.org/10.1080/00343400601149915,9087,10.1080/00343400601149915,Union Retreat and Regional Economic Performance: The UK Experience,full_text,8,41,2,143,156,13
370,17346,20,5. Unions and capital.xlsx,Do unions reduce investment? Evidence from Canada,https://doi.org/10.1177/001979399705100102,9512,10.1177/001979399705100102,Do Unions Reduce Investment? Evidence from Canada,full_text,17,51,1,18,36,18
371,17391,5,52. Clar_et_al Wage Flexibility and LabourMarket Institutions authors.xlsx,Regional Wage Rigidity: The European Union and United States compared,https://doi.org/10.1111/0022-4146.00167,2200,10.1111/0022-4146.00167,Regional Wage Rigidity: The European Union and United States Compared,full_text,16,40,1,115,141,26
372,17636,19,52. Clar_et_al Wage Flexibility and LabourMarket Institutions authors.xlsx,Wage Rigidity and Unemployment in OECD Countries,https://doi.org/10.1016/S0014-2921(83)80003-8,9088,10.1016/S0014-2921(83)80003-8,Wage rigidity and unemployment in OECD countries,full_text,106,21,1-2,11,39,28
373,17663,23,52. Clar_et_al Wage Flexibility and LabourMarket Institutions authors.xlsx,"Real Wage Rigidity in Regional Labor Markets in the U.K., the U.S. and West Germany",https://doi.org/10.1111/j.1467-9787.1989.tb01387.x,10745,10.1111/j.1467-9787.1989.tb01387.x,"REAL WAGE RIGIDITY IN REGIONAL LABOR MARKETS IN THE U.K., THE U.S., AND WEST GERMANY*",full_text,10,29,3,423,432,9
374,17733,32,52. Clar_et_al Wage Flexibility and LabourMarket Institutions authors.xlsx,Explaining Unemployment: some lessons from Nordic Wage Formation,https://doi.org/10.1016/S0927-5371(02)00133-1,14018,10.1016/S0927-5371(02)00133-1,Explaining unemployment: some lessons from Nordic wage formation,full_text,21,10,1,1,29,28
375,17752,36,52. Clar_et_al Wage Flexibility and LabourMarket Institutions authors.xlsx,A Note on Real Wage Rigidity and State Unemployment Rates,https://doi.org/10.1111/j.1467-9787.1995.tb01261.x,15274,10.1111/j.1467-9787.1995.tb01261.x,A NOTE ON REAL WAGE RIGIDITY AND STATE UNEMPLOYMENT RATES*,full_text,8,35,2,319,332,13
376,17998,3,53. Babecky_et_al Wage Curve authors.xlsx,Testing for a U-Shaped Wage Curve. A response,https://doi.org/10.2307/3440410,1105,10.2307/3440410,Testing for a U-Shaped Wage Curve. A Response,full_text,4,95,2,245,,
377,18006,5,53. Babecky_et_al Wage Curve authors.xlsx,"German Wage Curves, 1979-1990",https://doi.org/10.1016/0165-1765(93)00367-W,2201,10.1016/0165-1765(93)00367-W,"German wage curves, 1979–1990",full_text,27,44,3,307,311,4
378,18010,6,53. Babecky_et_al Wage Curve authors.xlsx,Estimating a Wage Curve for Britain: 1973-90,https://doi.org/10.2307/2235062,2750,10.2307/2235062,Estimating a Wage Curve for Britain 1973-90,full_text,66,104,426,1025,,
379,18440,10,53. Babecky_et_al Wage Curve authors.xlsx,Wage Curve Evidence from Panel Data,https://doi.org/10.1016/0165-1765(96)00818-X,4845,10.1016/0165-1765(96)00818-X,Wage curve evidence from panel data,full_text,25,51,3,345,353,8
380,18450,11,53. Babecky_et_al Wage Curve authors.xlsx,"Wage Curve, Unemployment Duration and Compensating Differentials",https://doi.org/10.1016/0927-5371(95)00015-1,5352,10.1016/0927-5371(95)00015-1,"Wage curve, unemployment duration and compensating differentials",full_text,17,3,4,425,434,9
381,18479,15,53. Babecky_et_al Wage Curve authors.xlsx,Has the Wage Curve Nullified the Harris-Todaro Model? Further US Evidence.,https://doi.org/10.1016/S0165-1765(97)00028-1Get,7288,10.1016/S0165-1765(97)00028-1Get,,,0,,,,,
382,18491,16,53. Babecky_et_al Wage Curve authors.xlsx,Labor Market Slack and the Wage Curve,https://doi.org/10.1016/S0165-1765(98)00008-1,7748,10.1016/S0165-1765(98)00008-1,Labor market slack and the wage curve,full_text,24,58,3,351,354,3
383,18495,17,53. Babecky_et_al Wage Curve authors.xlsx,One More Wage Curve: The Case of Belgium,https://doi.org/10.1016/S0165-1765(98)00111-6,8209,10.1016/S0165-1765(98)00111-6,One more wage curve: the case of Belgium,full_text,20,60,2,223,227,4
384,18500,18,53. Babecky_et_al Wage Curve authors.xlsx,Disaggregated Wage Curves in the United States: Evidence from Panel Data of Young Workers,https://doi.org/10.1080/000368498324733,8661,10.1080/000368498324733,Disaggregated wage curves in the United States: evidence from panel data of young workers,full_text,13,30,12,1665,1677,12
385,18612,19,53. Babecky_et_al Wage Curve authors.xlsx,The German Wage Curve: Evidence from the IAB Employment Sample,https://doi.org/10.1016/S0165-1765(98)00166-9,9089,10.1016/S0165-1765(98)00166-9,The German wage curve: evidence from the IAB employment sample,full_text,58,61,2,135,142,7
386,18675,21,53. Babecky_et_al Wage Curve authors.xlsx,The East German Wage Curve: 1993-1998,https://doi.org/10.1016/S0165-1765(00)00288-3,9935,10.1016/S0165-1765(00)00288-3,The East German wage curve 1993–1998,full_text,20,69,1,25,31,6
387,18693,22,53. Babecky_et_al Wage Curve authors.xlsx,A Wage Curve for Australia?,https://doi.org/10.1093/oep/52.4.774,10349,10.1093/oep/52.4.774,A wage curve for Australia?,full_text,24,52,4,774,803,29
388,18859,23,53. Babecky_et_al Wage Curve authors.xlsx,The Wage Curve,https://doi.org/10.2307/3440026,10746,10.2307/3440026,The Wage Curve,full_text,147,92,2,215,,
389,18870,25,53. Babecky_et_al Wage Curve authors.xlsx,"Unemployment, Well-being and wage curves in Eastern and Central Europe",https://doi.org/10.1006/jjie.2001.0485,11518,10.1006/jjie.2001.0485,"Unemployment, Well-Being, and Wage Curves in Eastern and Central Europe",full_text,77,15,4,364,402,38
390,18896,26,53. Babecky_et_al Wage Curve authors.xlsx,"Wage Equations, Wage curves and all that",https://doi.org/10.1016/S0927-5371(02)00037-4,11892,10.1016/S0927-5371(02)00037-4,"Wage equations, wage curves and all that",full_text,56,9,3,341,360,19
391,18911,28,53. Babecky_et_al Wage Curve authors.xlsx,Dimensions of the wage-unemployment relationship in the Nordic countries: Wage flexibiity without wage curves,https://doi.org/10.1016/S0147-9121(00)19014-4,12622,10.1016/S0147-9121(00)19014-4,Dimensions of the wage-unemployment relationship in the nordic countries: Wage flexibility without wage curves,full_text,10,19,,345,381,36
392,18955,32,53. Babecky_et_al Wage Curve authors.xlsx,Wage curve analyses of establishment data from Western Germany,https://doi.org/10.1177/001979390105400406,14019,10.1177/001979390105400406,Wage Curve Analyses of Establishment Data from Western Germany,full_text,12,54,4,851,863,12
393,19007,39,53. Babecky_et_al Wage Curve authors.xlsx,Labor market flexibility in East Asia: Lessons from Taiwan,https://doi.org/10.1086/452446,16170,10.1086/452446,Labor Market Flexibility in East Asia: Lessons from Taiwan,full_text,4,48,1,51,69,18
394,19014,41,53. Babecky_et_al Wage Curve authors.xlsx,New Evidence on the Wage Curve: A Spatial Panel Approach,ttps://doi.org/10.1177/0160017606298426,16753,10.1177/0160017606298426,New Evidence on the Wage Curve,full_text,29,30,2,173,191,18
395,19049,43,53. Babecky_et_al Wage Curve authors.xlsx,The Spanish Wage Curve: 1994-1996,https://doi.org/10.1080/0034340032000143922,17306,10.1080/0034340032000143922,The Spanish Wage Curve: 1994–1996,full_text,24,37,9,929,945,16
396,19113,44,53. Babecky_et_al Wage Curve authors.xlsx,Wages and Unemployment in an Urban African Labour Market,https://doi.org/10.2307/2235203,17583,10.2307/2235203,Wages and Unemployment in an Urban African Labour Market,full_text,23,106,439,1610,,
397,19139,46,53. Babecky_et_al Wage Curve authors.xlsx,How Flexible Are Wages in EU Accession Countries?,https://doi.org/10.1016/j.labeco.2004.02.005,18114,10.1016/j.labeco.2004.02.005,How flexible are wages in EU accession countries?,full_text,24,11,4,431,450,19
398,19169,48,53. Babecky_et_al Wage Curve authors.xlsx,The Wage Curve Revisited: Estimates from a UK Panel,https://doi.org/10.1016/j.econlet.2006.08.029,18608,10.1016/j.econlet.2006.08.029,The wage curve revisited: Estimates from a UK panel,full_text,5,94,3,414,420,6
399,19173,49,53. Babecky_et_al Wage Curve authors.xlsx,Wage Flexibility: Evidence from Five EU Countries Based on The Wage Curve,https://doi.org/10.1016/S0165-1765(02)00215-X,18846,10.1016/S0165-1765(02)00215-X,Wage flexibility: evidence from five EU countries based on the wage curve,full_text,35,78,2,169,174,5
400,19207,50,53. Babecky_et_al Wage Curve authors.xlsx,Investigating a Wage Curve for New Zealand,https://doi.org/10.1080/00779950109544340,19076,10.1080/00779950109544340,Investigating a Wage Curve for New Zealand,full_text,6,35,2,218,239,21
401,19210,51,53. Babecky_et_al Wage Curve authors.xlsx,National and Regional Wage Curves in Japan 1981-2001,https://doi.org/10.1111/j.1467-940X.2005.00105.x,19300,10.1111/j.1467-940X.2005.00105.x,NATIONAL AND REGIONAL WAGE CURVES IN JAPAN 1981-2001,full_text,1,17,3,248,270,22
402,19255,53,53. Babecky_et_al Wage Curve authors.xlsx,The Euro Area Wage Curve,https://doi.org/10.1016/j.econlet.2006.01.021,19731,10.1016/j.econlet.2006.01.021,The euro area wage curve,full_text,14,92,1,93,98,5
403,19277,54,53. Babecky_et_al Wage Curve authors.xlsx,Wage Curve for Urban China: A Panel Data Approach,https://doi.org/10.1080/1350485042000189523,19936,10.1080/1350485042000189523,Wage curve for urban China: a panel data approach,full_text,7,11,7,425,428,3
404,19288,57,53. Babecky_et_al Wage Curve authors.xlsx,How flexible are wages in response to local unemployment in South Africa?,https://doi.org/10.1177/001979390605900308,20558,10.1177/001979390605900308,How Flexible are Wages in Response to Local Unemployment in South Africa?,full_text,29,59,3,471,495,24
405,19413,5,53. Karlin et al. Energy Conservation_With Authors.xlsx,Residential electricity demand: An experimental study,https://doi.org/10.2307/1924585,2202,10.2307/1924585,Residential Electricity Demand: An Experimental Study,full_text,28,61,2,180,,
406,19433,24,53. Karlin et al. Energy Conservation_With Authors.xlsx,"Using feedback, reinforcement and information to reduce energy consumption in households: A field-experiment",https://doi.org/10.1016/0167-4870(83)90058-2,11133,10.1016/0167-4870(83)90058-2,"Using feedback, reinforcement and information to reduce energy consumption in households: A field-experiment",full_text,90,3,1,65,86,21
407,19450,41,53. Karlin et al. Energy Conservation_With Authors.xlsx,"THE EFFECTS OF VIDEOTAPE MODELING AND DAILY FEEDBACK ON RESIDENTIAL ELECTRICITY CONSERVATION, HOME TEMPERATURE AND HUMIDITY, PERCEIVED COMFORT, AND CLOTHING WORN: WINTER AND SUMMER",https://doi.org/10.1901/jaba.1982.15-381,16754,10.1901/jaba.1982.15-381,"The effects of videotape modeling and daily feedback on residential electricity conservation, home temperature and humidity, perceived comfort, and clothing worn: Winter and summer",full_text,77,15,3,381,402,21
408,19451,42,53. Karlin et al. Energy Conservation_With Authors.xlsx,"THE EFFECTS OF VIDEOTAPE MODELING AND DAILY FEEDBACK ON RESIDENTIAL ELECTRICITY CONSERVATION, HOME TEMPERATURE AND HUMIDITY, PERCEIVED COMFORT, AND CLOTHING WORN: WINTER AND SUMMER",https://doi.org/10.1901/jaba.1982.15-381,17032,10.1901/jaba.1982.15-381,"The effects of videotape modeling and daily feedback on residential electricity conservation, home temperature and humidity, perceived comfort, and clothing worn: Winter and summer",full_text,77,15,3,381,402,21
409,19460,1,6. Unions and Intangilbe Capital (2).xlsx,"Union rent seeking, intangible capital, and market value of the firm",https://doi.org/10.2307/1924515,26,10.2307/1924515,"Union Rent Seeking, Intangible Capital, and Market Value of the Firm",full_text,180,68,4,567,,
410,19464,2,6. Unions and Intangilbe Capital (2).xlsx,Further evidence on union efficiency in construction,https://doi.org/10.1111/j.1468-232X.1988.tb01003.x,564,10.1111/j.1468-232X.1988.tb01003.x,Further Evidence on Union Efficiency in Construction,full_text,2,27,2,232,240,8
411,19473,5,6. Unions and Intangilbe Capital (2).xlsx,Firm investment behavior and collective bargaining strategy ,https://doi.org/10.1111/j.1468-232X.1992.tb00300.x,2203,10.1111/j.1468-232X.1992.tb00300.x,Firm Investment Behavior and Collective Bargaining Strategy,full_text,62,31,1,95,121,26
412,19541,6,6. Unions and Intangilbe Capital (2).xlsx,Unions and innovation: Evidence from German micro data,https://doi.org/10.1016/0165-1765(92)90276-5,2752,10.1016/0165-1765(92)90276-5,Unions and innovation,full_text,14,39,3,369,373,4
413,19546,8,6. Unions and Intangilbe Capital (2).xlsx,UK unionism and innovative activity: Some cautionary remarks on the basis of a simple cross-country test,https://doi.org/10.1111/j.1467-8543.1994.tb01131.x,3809,10.1111/j.1467-8543.1994.tb01131.x,UK Unionism and Innovative Activity: Some Cautionary Remarks on the Basis of a Simple Cross-country Test,full_text,15,32,1,85,98,13
414,19553,9,6. Unions and Intangilbe Capital (2).xlsx,The effects of unions on firm behavior: An empirical analysis using firm-level data,https://doi.org/10.1111/j.1468-232X.1994.tb00350.x,4333,10.1111/j.1468-232X.1994.tb00350.x,The Effects of Unions on Firm Behavior: An Empirical Analysis Using Firm-Level Data,full_text,31,33,4,426,451,25
415,19575,10,6. Unions and Intangilbe Capital (2).xlsx,The determination of R&D: Empirical evidence on the role of unions,https://doi.org/10.1016/S0014-2921(97)00140-2,4847,10.1016/S0014-2921(97)00140-2,The determination of R&D: Empirical evidence on the role of unions,full_text,29,42,3-5,919,930,11
416,19612,11,6. Unions and Intangilbe Capital (2).xlsx,International R&D rivalry and export market shares of unionized industries: Some evidence from the US manufacturing sector,https://doi.org/10.1016/S0022-1996(98)00062-2,5354,10.1016/S0022-1996(98)00062-2,International R&D rivalry and export market shares of unionized industries: Some evidence from the US manufacturing sector,full_text,2,49,1,77,97,20
417,19613,12,6. Unions and Intangilbe Capital (2).xlsx,The effects of unions on research and development: An empirical analysis using multi-year data,https://doi.org/10.1111/0008-4085.00099,5857,10.1111/0008-4085.00099,The effects of unions on research and development: an empirical analysis using multi-year data,abstract_only,17,34,3,785,806,21
418,19627,14,6. Unions and Intangilbe Capital (2).xlsx,"Union membership, market structure, and the innovation output of large and small firms",https://doi.org/10.1007/BF02685807,6823,10.1007/BF02685807,"Union membership, market structure, and the innovation output of large and small firms",full_text,11,17,4,683,699,16
